MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodelAge,TotalArea,TotalBathrooms,BedroomBathroomRatio,OverallFinishQuality,TotalOutdoorArea,LotSizePerRoom,GarageQuality,GarageToLotRatio,ExteriorQuality,BasementQuality
190,3,75.0,11625,1,2,3,3,0,4,0,19,2,2,1,2,5,4,1965,1965,3,1,9,6,3,0.0,3,3,2,3.0,3.0,2,1,841,5,0,198,1039,1,5,1,4,1039,0,0,1039,1,0,1,1,3,1,3,6,6,0,0.0,1,1965.0,2,2,504,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,4,2010,8,4,131500,45,45,2582,3,1.0,9,0,3875.0,6.0,0.04335483870967742,6,6.0
20,3,81.0,9672,1,2,3,3,0,0,0,20,2,2,0,2,6,5,1984,1985,3,1,6,10,3,0.0,3,3,2,4.0,3.0,3,2,338,5,0,702,1040,1,3,1,4,1097,0,0,1097,0,0,2,0,3,1,3,6,6,0,0.0,1,1986.0,2,2,480,3.0,3.0,2,0,0,0,0,0,0,0.0,0,4,0,5,2010,8,4,152000,26,25,2617,2,1.5,11,0,3224.0,6.0,0.04962779156327544,6,7.0
20,3,70.0,7931,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,10,3,0.0,3,3,1,3.0,3.0,3,1,1148,5,0,0,1148,1,3,1,4,1148,0,0,1148,1,0,1,0,3,1,3,6,6,0,0.0,1,1959.0,2,1,672,3.0,3.0,2,0,0,0,0,0,0,0.0,0,4,0,7,2009,8,4,132500,50,50,2968,2,1.5,10,0,2643.6666666666665,6.0,0.08473080317740513,6,6.0
20,1,72.0,8640,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2007,2008,1,1,12,13,3,0.0,4,3,2,5.0,3.0,3,5,0,5,0,1372,1372,1,5,1,4,1372,0,0,1372,0,0,2,0,3,1,4,6,6,0,0.0,1,2008.0,0,2,529,3.0,3.0,2,0,140,0,0,0,0,0.0,4,4,0,5,2008,6,5,250580,1,0,3273,2,1.5,12,140,2880.0,6.0,0.06122685185185185,7,8.0
20,3,0.0,8750,1,2,0,3,0,4,0,12,2,2,0,2,5,6,1970,1970,1,1,8,8,1,76.0,3,3,1,3.0,3.0,3,1,828,5,0,174,1002,1,3,1,4,1002,0,0,1002,1,0,1,0,3,1,3,5,6,0,0.0,5,1973.0,2,2,902,3.0,3.0,2,0,0,0,0,0,0,0.0,2,4,0,8,2009,8,4,148500,39,39,2906,2,1.5,11,0,2916.6666666666665,6.0,0.10308571428571428,6,6.0
20,3,67.0,10656,1,2,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,1,1,12,13,2,274.0,4,3,2,4.0,3.0,0,5,0,5,0,1638,1638,1,5,1,4,1646,0,0,1646,0,0,2,0,3,1,4,6,6,1,4.0,1,2007.0,1,3,870,3.0,3.0,2,192,80,0,0,0,0,0.0,4,4,0,11,2007,6,5,248900,1,0,4154,2,1.5,13,272,3552.0,6.0,0.08164414414414414,7,7.0
20,3,85.0,6970,1,2,3,3,0,0,0,19,1,2,0,2,4,5,1961,1961,1,1,12,13,3,0.0,3,3,1,3.0,3.0,3,0,932,5,0,108,1040,1,3,1,4,1120,0,0,1120,1,0,1,1,3,1,2,5,6,0,0.0,1,1961.0,1,2,544,3.0,3.0,2,168,0,0,0,0,0,0.0,4,2,400,5,2007,8,4,129000,46,46,2704,3,1.0,9,168,2323.3333333333335,6.0,0.07804878048780488,6,6.0
60,3,0.0,14762,1,2,1,3,0,0,0,8,1,2,0,5,5,6,1948,1950,1,1,9,10,3,0.0,3,3,3,0.0,0.0,4,6,0,6,0,0,0,1,4,1,4,1547,720,53,2320,0,0,2,0,2,1,3,7,6,1,3.0,1,1979.0,2,2,672,3.0,3.0,1,120,144,0,0,0,0,0.0,4,4,0,5,2006,8,4,169000,58,56,2992,2,1.0,11,264,7381.0,6.0,0.0455222869529874,6,0.0
60,3,80.0,9938,1,2,3,3,0,4,0,20,2,2,0,5,7,5,1993,1994,1,1,8,8,1,246.0,4,3,2,4.0,3.0,3,2,750,5,0,300,1050,1,5,1,4,1062,887,0,1949,1,0,2,1,3,1,4,8,6,1,3.0,1,1993.0,0,2,574,3.0,3.0,2,156,90,0,0,0,0,0.0,0,4,0,6,2010,8,4,236000,17,16,3573,4,0.75,12,246,3312.6666666666665,6.0,0.05775810022137251,7,7.0
20,3,60.0,6600,1,2,3,3,0,4,0,12,4,2,0,2,5,5,1962,1962,3,1,8,8,3,0.0,3,3,1,3.0,3.0,3,5,0,5,0,894,894,1,4,0,4,894,0,0,894,0,0,1,0,2,1,3,5,6,0,0.0,5,1962.0,2,1,308,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,8,2009,8,4,109500,47,47,2096,1,2.0,10,0,3300.0,6.0,0.04666666666666667,6,6.0
60,3,70.0,8750,1,2,3,3,0,4,0,5,2,2,0,5,6,5,1998,1998,1,1,12,13,1,116.0,3,3,2,4.0,3.0,3,2,505,5,0,299,804,1,5,1,4,804,878,0,1682,0,0,2,1,3,1,4,7,6,0,0.0,1,1998.0,1,2,523,3.0,3.0,2,0,77,0,0,0,0,0.0,4,4,0,6,2010,8,4,200500,12,12,3009,3,1.0,11,77,2916.6666666666665,6.0,0.05977142857142857,6,7.0
20,3,74.0,8892,1,2,3,3,0,0,0,12,2,2,0,2,5,7,1953,1996,1,1,14,15,3,0.0,4,3,4,3.0,3.0,0,5,0,5,0,105,105,1,4,1,4,910,0,0,910,0,0,1,0,3,1,4,5,6,0,0.0,1,1953.0,2,2,414,3.0,3.0,2,196,0,150,0,0,0,0.0,1,4,0,10,2008,8,4,116000,55,12,1429,1,3.0,12,346,2964.0,6.0,0.0465587044534413,7,6.0
40,3,60.0,12144,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,3,0.0,4,3,1,3.0,3.0,3,4,375,5,0,457,832,1,4,1,4,1036,0,232,1268,0,0,1,0,3,1,3,6,6,1,4.0,1,1949.0,2,1,288,3.0,3.0,2,0,28,0,0,0,0,0.0,4,1,0,9,2009,8,4,133000,60,59,2388,1,3.0,12,28,4048.0,6.0,0.023715415019762844,7,6.0
50,4,52.0,5720,1,2,3,3,0,4,0,17,0,2,0,0,5,6,1941,1950,1,1,13,14,3,0.0,3,3,1,3.0,3.0,3,5,0,5,0,676,676,1,5,1,4,676,455,0,1131,0,0,1,1,3,1,3,5,6,0,0.0,5,1941.0,2,1,200,3.0,3.0,2,26,0,0,0,0,0,0.0,4,4,0,8,2009,8,0,66500,68,59,2007,2,1.5,11,26,1906.6666666666667,6.0,0.03496503496503497,6,6.0
60,1,75.0,9000,1,2,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,5,5,3,0.0,4,3,2,4.0,3.0,0,2,64,5,0,1120,1184,1,5,1,4,1184,1426,0,2610,0,0,2,1,4,1,5,11,6,1,4.0,3,2007.0,0,2,550,3.0,3.0,2,208,364,0,0,0,0,0.0,4,4,0,8,2007,6,5,303477,0,0,4344,3,1.3333333333333333,13,572,2250.0,6.0,0.06111111111111111,7,7.0
20,3,94.0,25286,1,2,3,1,0,4,1,11,2,2,0,2,4,5,1963,1963,1,1,6,10,3,0.0,3,3,2,3.0,3.0,1,0,633,5,0,431,1064,1,4,1,4,1040,0,0,1040,1,0,1,0,3,1,3,5,6,0,0.0,1,1963.0,2,2,648,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,1,2007,8,4,132250,44,44,2752,2,1.5,9,0,8428.666666666666,6.0,0.02562682907537768,6,6.0
60,3,74.0,8834,1,2,3,3,0,4,0,16,2,2,0,5,9,5,2004,2005,3,1,12,13,2,216.0,4,3,2,5.0,3.0,3,2,1170,5,0,292,1462,1,5,1,4,1462,762,0,2224,1,0,2,1,4,1,5,10,6,1,4.0,1,2004.0,0,3,738,3.0,3.0,2,184,0,0,0,0,0,0.0,4,4,0,6,2009,8,4,350000,5,4,4424,4,1.0,14,184,2208.5,6.0,0.0835408648403894,7,8.0
85,3,88.0,11782,1,2,0,3,0,4,0,19,2,2,0,6,5,7,1961,1995,1,1,6,6,3,0.0,3,3,1,3.0,3.0,0,0,899,5,0,210,1109,1,3,1,4,1155,0,0,1155,1,0,1,0,3,1,4,6,3,0,0.0,5,1987.0,2,2,576,3.0,3.0,2,192,0,0,0,0,0,0.0,2,2,400,6,2010,8,4,148000,49,15,2840,2,1.5,12,192,3927.3333333333335,6.0,0.04888813444236972,6,6.0
20,3,0.0,7000,1,2,0,3,0,1,0,5,2,2,0,2,5,8,1978,2005,1,1,12,13,1,90.0,4,4,1,3.0,3.0,3,0,646,5,0,218,864,1,5,1,4,864,0,0,864,1,0,1,0,3,1,3,6,6,0,0.0,1,1978.0,2,1,336,3.0,3.0,2,0,0,0,0,0,0,0.0,1,4,0,7,2009,8,4,136500,31,4,2064,2,1.5,13,0,2333.3333333333335,6.0,0.048,8,6.0
20,3,60.0,7024,1,2,3,3,0,4,0,7,2,2,0,2,5,5,2005,2006,1,1,12,13,3,0.0,3,3,2,5.0,4.0,3,0,980,5,0,110,1090,1,4,1,4,1090,0,0,1090,1,0,1,1,2,1,3,5,6,0,0.0,1,2005.0,0,2,450,3.0,3.0,2,0,49,0,0,0,0,0.0,4,4,0,6,2007,8,4,157000,2,1,2630,3,0.6666666666666666,10,49,3512.0,6.0,0.06406605922551253,6,9.0
50,3,44.0,13758,1,2,0,3,0,1,0,23,2,2,0,0,7,5,1990,1991,1,1,6,6,1,117.0,4,4,1,4.0,3.0,2,3,902,5,0,254,1156,1,5,1,4,1187,530,0,1717,0,0,2,1,3,1,4,7,6,1,3.0,1,1990.0,1,2,400,3.0,3.0,2,168,36,0,0,0,0,0.0,4,4,0,4,2007,8,4,187500,17,16,3273,3,1.0,12,204,4586.0,6.0,0.02907399331298154,8,7.0
60,3,0.0,9636,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1992,1993,1,1,12,13,3,0.0,3,3,2,4.0,3.0,3,5,0,5,0,808,808,1,4,1,4,808,785,0,1593,0,0,2,1,3,1,3,7,6,1,3.0,3,1993.0,1,2,389,3.0,3.0,2,342,40,0,0,0,0,0.0,2,4,0,12,2009,8,4,178000,17,16,2790,3,1.0,11,382,3212.0,6.0,0.040369447903694476,6,7.0
75,3,60.0,6204,1,2,3,0,0,4,0,18,2,2,0,3,4,5,1912,1950,1,1,13,14,3,0.0,4,3,2,3.0,2.0,3,5,0,5,0,795,795,1,3,0,4,954,795,481,2230,1,0,1,0,5,1,3,10,6,0,0.0,5,1997.0,2,1,440,3.0,4.0,2,0,188,0,0,0,0,0.0,4,4,0,3,2006,8,4,118500,94,56,3465,2,2.5,9,188,1240.8,7.0,0.07092198581560284,7,5.0
20,3,65.0,7150,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1967,1967,1,1,6,6,1,60.0,3,3,1,3.0,3.0,3,1,432,5,0,460,892,1,3,1,4,892,0,0,892,0,0,1,0,3,1,3,5,6,0,0.0,1,1967.0,1,1,288,3.0,3.0,2,0,0,0,0,0,0,0.0,1,4,0,7,2009,8,4,100000,42,42,2072,1,3.0,10,0,2383.3333333333335,6.0,0.04027972027972028,6,6.0
120,1,50.0,5119,1,2,0,3,0,1,0,21,2,2,4,2,9,5,1999,2000,1,1,8,8,1,60.0,4,3,2,5.0,3.0,0,2,1238,5,0,460,1698,1,5,1,4,1709,0,0,1709,1,0,2,0,2,1,4,5,6,1,3.0,1,1999.0,0,2,506,3.0,3.0,2,97,65,0,0,0,0,0.0,4,4,0,1,2008,1,0,328900,9,8,3913,3,0.6666666666666666,14,162,2559.5,6.0,0.09884743113889431,7,8.0
90,3,70.0,8393,1,2,3,3,0,0,0,12,2,2,2,2,5,5,1959,2005,1,1,8,8,1,122.0,3,3,1,3.0,3.0,3,3,528,5,0,1098,1626,1,5,1,4,1712,0,0,1712,0,0,2,0,4,2,3,8,6,0,0.0,1,2005.0,0,2,588,3.0,3.0,2,272,54,0,0,0,0,0.0,4,4,0,6,2006,8,3,145000,47,1,3926,2,2.0,10,326,2098.25,6.0,0.07005838198498748,6,6.0
50,3,59.0,16466,1,2,0,3,0,4,0,7,2,2,0,0,5,7,1955,1955,1,1,8,8,3,0.0,3,4,2,3.0,3.0,3,5,0,5,0,816,816,1,3,1,4,872,521,0,1393,0,0,1,1,3,1,3,8,6,0,0.0,1,1955.0,2,1,300,3.0,3.0,2,121,0,0,0,265,0,0.0,4,4,0,4,2008,8,4,135500,53,53,2509,2,1.5,12,386,5488.666666666667,6.0,0.018219361107737156,7,6.0
20,3,95.0,15865,1,2,0,3,0,4,1,12,2,2,0,2,8,6,1970,1970,0,5,13,14,3,0.0,4,4,2,3.0,4.0,1,0,351,4,823,1043,2217,1,5,1,4,2217,0,0,2217,1,0,2,0,4,1,4,8,6,1,3.0,1,1970.0,2,2,621,3.0,3.0,2,81,207,0,0,224,0,0.0,4,4,0,10,2007,8,4,268000,37,37,5055,3,1.3333333333333333,14,512,3966.25,6.0,0.03914276709738418,8,7.0
20,3,128.0,12160,1,2,3,3,0,4,0,12,1,2,0,2,6,4,1953,1953,3,1,13,14,1,90.0,3,3,1,3.0,3.0,3,1,1024,5,0,481,1505,1,5,1,4,1505,0,0,1505,1,0,1,0,2,1,3,6,6,1,3.0,1,1953.0,1,2,505,3.0,3.0,2,0,0,0,162,0,0,0.0,4,4,0,2,2009,8,4,149500,56,56,3515,2,1.0,10,162,6080.0,6.0,0.041529605263157895,6,6.0
50,3,60.0,8064,1,2,3,3,0,0,0,12,0,2,0,0,5,7,1949,2006,1,1,8,8,3,0.0,3,4,1,3.0,3.0,2,5,0,5,0,672,672,1,5,1,4,672,252,0,924,0,0,1,0,3,1,3,6,6,1,1.0,5,2003.0,2,2,576,3.0,3.0,2,0,0,0,0,0,0,0.0,2,2,2000,7,2007,8,4,122900,58,1,2172,1,3.0,12,0,2688.0,6.0,0.07142857142857142,7,6.0
60,3,70.0,11184,1,2,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,92.0,3,3,1,3.0,3.0,3,3,226,4,500,192,918,1,4,1,4,918,765,0,1683,0,0,2,1,3,1,3,7,6,1,3.0,1,1978.0,1,2,440,3.0,3.0,2,243,0,0,0,0,0,0.0,4,4,0,7,2009,8,4,172500,31,31,3041,3,1.0,11,243,3728.0,6.0,0.03934191702432046,6,6.0
20,3,70.0,8414,1,2,3,3,0,4,0,19,2,2,0,2,6,8,1963,2003,3,1,6,6,3,0.0,3,3,1,3.0,3.0,3,2,663,5,0,396,1059,1,3,1,4,1068,0,0,1068,0,1,1,0,3,1,3,6,6,0,0.0,1,1963.0,1,1,264,3.0,3.0,2,192,0,0,0,0,0,0.0,2,4,0,2,2006,8,4,154500,43,3,2391,2,1.5,14,192,2804.6666666666665,6.0,0.031376277632517234,6,6.0
20,3,0.0,13284,1,2,3,3,0,4,0,19,4,2,0,2,5,5,1954,1954,1,1,13,10,3,0.0,3,3,2,4.0,3.0,2,1,1064,5,0,319,1383,1,3,1,4,1383,0,0,1383,1,0,1,0,3,1,3,6,6,1,4.0,1,1954.0,2,1,354,3.0,3.0,2,511,116,0,0,0,0,0.0,0,4,0,6,2008,8,4,165000,54,54,3120,2,1.5,10,627,4428.0,6.0,0.026648599819331528,6,7.0
90,3,64.0,7018,1,2,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,9,10,3,0.0,3,3,3,0.0,0.0,4,6,0,6,0,0,0,1,3,1,4,1535,0,0,1535,0,0,2,0,4,2,3,8,6,0,0.0,1,1979.0,2,2,400,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,6,2009,8,2,118858,30,30,1935,2,2.0,10,0,1754.5,6.0,0.05699629524080935,6,0.0
60,3,71.0,7056,1,2,3,3,0,4,0,12,2,2,0,5,6,5,1963,1963,3,1,6,6,1,415.0,3,3,1,3.0,3.0,3,1,400,5,0,380,780,1,3,1,4,983,813,0,1796,1,0,1,1,4,1,3,8,6,1,3.0,1,1963.0,1,2,483,3.0,3.0,2,0,50,0,0,0,0,0.0,4,4,0,10,2008,8,4,140000,45,45,3059,3,1.3333333333333333,11,50,1764.0,6.0,0.06845238095238096,6,6.0
30,4,50.0,8765,1,0,3,3,0,4,0,9,2,2,0,2,4,6,1936,1950,1,1,13,14,3,0.0,3,3,0,3.0,3.0,3,0,285,5,0,666,951,1,5,0,4,951,0,0,951,0,0,1,0,2,1,3,6,6,0,0.0,5,1936.0,2,1,327,3.0,3.0,2,0,28,0,0,0,0,0.0,4,4,0,4,2006,8,0,106500,70,56,2229,1,2.0,10,28,4382.5,6.0,0.03730747290359384,6,6.0
90,3,64.0,7018,1,2,3,3,0,4,0,20,1,2,2,5,5,5,1979,1979,1,1,9,10,3,0.0,3,3,3,0.0,0.0,4,6,0,6,0,0,0,1,3,1,4,1120,1120,0,2240,0,0,2,0,6,2,3,12,6,0,0.0,5,1979.0,2,2,528,3.0,3.0,2,154,0,0,0,0,0,0.0,4,4,0,6,2009,8,2,142953,30,30,2768,2,3.0,10,154,1169.6666666666667,6.0,0.07523510971786834,6,0.0
20,3,100.0,12919,1,2,0,3,0,4,0,16,2,2,0,2,9,5,2009,2010,3,1,12,13,2,760.0,5,3,2,5.0,3.0,1,2,2188,5,0,142,2330,1,5,1,4,2364,0,0,2364,1,0,2,1,2,1,5,11,6,2,4.0,1,2009.0,0,3,820,3.0,3.0,2,0,67,0,0,0,0,0.0,4,4,0,3,2010,6,5,611657,1,0,5514,4,0.5,14,67,6459.5,6.0,0.06347240498490596,8,8.0
20,3,65.0,6993,1,2,3,3,0,4,0,19,1,2,0,2,5,7,1961,1994,1,1,6,10,3,0.0,3,3,1,3.0,3.0,3,1,465,5,0,447,912,1,3,1,4,1236,0,0,1236,0,0,1,0,3,1,3,6,6,1,3.0,1,1961.0,2,1,288,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,6,2006,8,4,135000,45,12,2436,1,3.0,12,0,2331.0,6.0,0.04118404118404118,6,6.0
20,3,0.0,7340,1,2,0,3,0,4,0,12,2,2,0,2,4,6,1971,1971,1,1,6,6,3,0.0,3,3,1,3.0,3.0,3,0,322,5,0,536,858,1,3,1,4,858,0,0,858,0,0,1,0,2,1,3,4,6,0,0.0,5,1979.0,2,1,684,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,6,2007,8,4,110000,36,36,2400,1,2.0,10,0,3670.0,6.0,0.09318801089918256,6,6.0
20,3,64.0,8712,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1957,2000,3,1,8,8,3,0.0,3,4,1,3.0,3.0,2,1,860,5,0,132,992,1,3,1,4,1306,0,0,1306,1,0,1,0,2,1,3,5,6,0,0.0,5,1968.0,2,1,756,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,5,2009,8,4,153000,52,9,3054,2,1.0,12,0,4356.0,6.0,0.08677685950413223,7,6.0
60,3,63.0,7875,1,2,3,3,0,4,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,3,0.0,4,3,2,4.0,3.0,3,5,0,5,0,783,783,1,5,1,4,807,702,0,1509,0,0,2,1,3,1,4,8,6,1,4.0,1,2003.0,0,2,393,3.0,3.0,2,0,75,0,0,0,0,0.0,4,4,0,7,2006,8,4,180000,3,3,2685,3,1.0,12,75,2625.0,6.0,0.0499047619047619,7,7.0
20,3,50.0,14859,1,2,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,1,12,13,1,27.0,4,3,2,4.0,3.0,3,5,0,5,0,1670,1670,1,5,1,4,1670,0,0,1670,0,0,2,0,3,1,4,7,6,1,4.0,1,2006.0,1,3,690,3.0,3.0,2,144,60,0,0,0,0,0.0,4,4,0,8,2006,6,5,240000,0,0,4030,2,1.5,12,204,4953.0,6.0,0.046436503129416516,7,7.0
20,3,0.0,6173,1,2,0,3,0,4,0,19,2,2,0,2,5,6,1967,1967,1,1,6,14,1,75.0,3,3,1,3.0,3.0,3,2,599,5,0,277,876,1,3,1,4,902,0,0,902,0,0,1,0,3,1,3,6,6,0,0.0,1,1967.0,2,1,288,3.0,3.0,2,0,0,0,0,0,0,0.0,2,4,0,8,2007,8,4,125500,40,40,2066,1,3.0,11,0,2057.6666666666665,6.0,0.04665478697553863,6,6.0
20,3,80.0,9920,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,6,6,2,110.0,3,3,1,3.0,3.0,3,4,354,3,290,412,1056,1,3,1,4,1063,0,0,1063,1,0,1,0,3,1,3,6,6,0,0.0,1,1954.0,1,1,280,3.0,3.0,2,0,0,164,0,0,0,0.0,2,4,0,2,2010,8,4,128000,56,56,2399,2,1.5,10,164,3306.6666666666665,6.0,0.028225806451612902,6,6.0
20,3,116.0,13501,1,2,0,3,0,0,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,2,208.0,4,3,2,4.0,3.0,3,2,63,5,0,1560,1623,1,5,1,4,1636,0,0,1636,1,0,2,0,3,1,4,8,6,1,4.0,1,2006.0,1,3,865,3.0,3.0,2,0,60,0,0,0,0,0.0,4,4,0,6,2007,8,4,255000,1,1,4124,3,1.0,13,60,4500.333333333333,6.0,0.06406932819791127,7,7.0
50,3,86.0,11500,1,2,0,3,0,4,0,6,2,2,0,0,7,7,1936,1987,1,1,3,3,3,0.0,4,3,1,4.0,3.0,3,4,223,5,0,794,1017,1,4,1,4,1020,1037,0,2057,0,0,1,1,3,1,4,6,6,1,4.0,1,1936.0,0,1,180,2.0,3.0,2,0,0,0,0,322,0,0.0,4,4,0,6,2006,8,4,250000,70,19,3254,2,1.5,14,322,3833.3333333333335,5.0,0.01565217391304348,7,7.0
20,3,0.0,8885,1,2,0,2,0,4,1,11,2,2,0,2,5,5,1983,1983,1,1,6,6,3,0.0,3,3,1,4.0,3.0,0,1,301,0,324,239,864,1,3,1,4,902,0,0,902,1,0,1,0,2,1,3,5,6,0,0.0,1,1983.0,2,2,484,3.0,3.0,2,164,0,0,0,0,0,0.0,2,4,0,6,2006,8,4,131000,23,23,2250,2,1.0,10,164,4442.5,6.0,0.05447383230163196,6,7.0
60,3,149.0,12589,1,2,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,3,0.0,4,3,2,4.0,3.0,3,5,0,5,0,742,742,1,5,1,4,742,742,0,1484,0,0,2,1,3,1,4,8,6,1,4.0,1,2005.0,0,2,390,3.0,3.0,2,36,24,0,0,0,0,0.0,4,4,0,6,2009,8,4,174000,4,4,2616,3,1.0,11,60,4196.333333333333,6.0,0.030979426483437923,7,7.0
90,3,80.0,11600,1,2,3,3,0,0,0,12,1,2,2,5,5,5,1960,1960,1,1,8,8,1,361.0,3,3,1,3.0,3.0,3,4,443,5,0,662,1105,1,3,1,0,1105,1169,0,2274,0,0,2,0,5,2,3,12,6,0,0.0,5,1960.0,2,2,480,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,1,2010,8,4,154300,50,50,3859,2,2.5,10,0,2320.0,6.0,0.041379310344827586,6,6.0
20,3,0.0,9286,1,2,0,3,0,1,1,5,2,2,0,2,5,7,1977,1989,1,1,6,10,3,0.0,3,3,1,4.0,4.0,0,0,196,5,0,1072,1268,1,3,1,4,1268,0,0,1268,0,0,1,1,3,1,4,5,6,0,0.0,5,1978.0,2,1,252,3.0,3.0,2,173,0,0,0,0,0,0.0,4,4,0,10,2009,8,4,143500,32,20,2788,2,1.5,12,173,3095.3333333333335,6.0,0.027137626534568166,6,8.0
30,4,51.0,6120,1,2,3,3,0,4,0,3,2,2,0,2,5,7,1925,1950,1,1,8,8,3,0.0,3,3,0,3.0,3.0,3,4,489,5,0,279,768,1,3,0,4,1015,0,0,1015,0,0,1,0,3,1,3,6,2,0,0.0,5,1925.0,2,1,450,3.0,3.0,2,0,0,112,0,120,0,0.0,2,2,620,7,2006,8,0,88000,81,56,2233,1,3.0,12,232,2040.0,6.0,0.07352941176470588,6,6.0
90,2,82.0,6270,1,2,3,1,0,4,0,6,2,2,2,5,5,6,1949,1950,1,1,8,8,3,0.0,3,3,1,3.0,3.0,3,1,284,5,0,717,1001,1,3,0,0,1001,1001,0,2002,0,0,2,0,4,2,3,8,6,0,0.0,0,1949.0,2,3,871,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,8,2007,8,4,145000,58,57,3874,2,2.0,11,0,1567.5,6.0,0.13891547049441785,6,6.0
160,1,30.0,3000,1,1,3,3,0,4,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,2,76.0,4,3,2,4.0,3.0,0,2,294,5,0,318,612,1,5,1,4,612,612,0,1224,0,0,2,1,2,1,4,4,6,0,0.0,5,2009.0,1,2,528,3.0,3.0,2,0,234,0,0,0,0,0.0,4,4,0,6,2009,6,5,173733,0,0,2364,3,0.6666666666666666,11,234,1500.0,6.0,0.176,7,7.0
160,4,21.0,2001,1,2,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,1,5,5,1,80.0,3,3,1,3.0,3.0,3,5,0,5,0,546,546,1,2,1,4,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,0.0,1,1970.0,2,1,286,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,1,2007,8,4,75000,37,37,1924,2,1.5,9,0,667.0,6.0,0.14292853573213393,6,6.0
20,0,50.0,9000,1,2,3,3,0,4,0,9,2,2,0,2,2,3,1949,1950,1,1,0,0,3,0.0,3,3,1,3.0,3.0,0,1,50,5,0,430,480,1,3,0,0,480,0,0,480,1,0,0,0,1,1,3,4,6,0,0.0,5,1958.0,2,1,308,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,10,2006,8,0,35311,57,56,1268,1,1.0,5,0,9000.0,6.0,0.03422222222222222,6,6.0
20,3,0.0,17140,1,2,3,3,0,4,0,7,2,2,0,2,4,6,1956,1956,1,1,12,13,3,0.0,3,3,1,3.0,3.0,3,0,1059,5,0,75,1134,1,5,1,0,1229,0,0,1229,0,0,1,0,3,1,3,6,6,0,0.0,1,1956.0,1,1,284,3.0,3.0,2,0,0,0,0,0,0,0.0,4,4,0,4,2009,8,4,135000,53,53,2647,1,3.0,10,0,5713.333333333333,6.0,0.016569428238039672,6,6.0
60,3,103.0,13125,1,2,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,1,6,6,3,0.0,4,3,2,5.0,3.0,2,1,48,2,634,422,1104,1,5,1,4,912,1215,0,2127,1,0,2,1,4,1,4,8,6,1,3.0,1,1991.0,1,3,833,3.0,3.0,2,72,192,224,0,0,0,0.0,0,4,0,11,2007,8,4,238000,16,16,4064,4,1.0,12,488,3281.25,6.0,0.06346666666666667,7,8.0
